Animal_Id,animal_type,animal_breed,Kennel_Number,Kennel_Status,Tag_Type,Activity_Number,Activity_Sequence,Source_Id,Census_Tract,Council_District,intake_type,Intake_Subtype,Reason,Staff_Id,intake_date,intake_time,Due_Out,intake_condition,Hold_Request,Outcome_Type,Outcome_Date,Outcome_Time,Receipt_Number,Impound_Number,Service_Request_Number,Outcome_Condition,chip_status,Animal_Origin,Additional_Information,animal_stay_days,Month,Year,,,,
A1068019,Offset_2,LABRADOR RETR,AD 057,AVAILABLE,,,1,P0884228,11702,5,STRAY,AT LARGE,OTHRINTAKS,IF,5/17/2019 0:00,13:48:00,5/17/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461562,,,SCAN NO CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1067978,Offset_2,PIT BULL,AD 059,AVAILABLE,,A19-173530,1,P0873209,,,STRAY,AT LARGE,OTHER,MM1759,5/17/2019 0:00,8:40:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461506,,,SCAN NO CHIP,FIELD,AD59 - DC3,5,FY2017,NEXT_FY,,,,
A1045737,Offset_2,ALASKAN HUSKY,LFD 063,IMPOUNDED,,,1,P0770278,5300,1,STRAY,AT LARGE,OTHRINTAKS,CBM,5/17/2019 0:00,18:04:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461615,,,SCAN CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1067997,Offset_2,PIT BULL,FREEZER,UNAVAILABLE,,A19-173564,1,P9991171,12400,9,STRAY,AT LARGE,OTHRINTAKS,AV1171,5/17/2019 0:00,12:29:00,5/28/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,HOLD NOTIFY,DIED,,0:00:00,,K19-461538,,,SCAN CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1062580,Offset_2,GREAT DANE,LFD 029,IMPOUNDED,,,1,P0884200,8500,7,STRAY,AT LARGE,OTHRINTAKS,IF,5/17/2019 0:00,11:45:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461533,,,SCAN CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1068067,Offset_2,LABRADOR RETR,LFD 078,AVAILABLE,,A19-173635,1,P9991765,12500,9,STRAY,CONFINED,OTHRINTAKS,RK1765,5/17/2019 0:00,20:50:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461620,,,SCAN NO CHIP,FIELD,LFD78 - CC9,5,FY2017,NEXT_FY,,,,
A1068066,Offset_2,PIT BULL,LFD 066,AVAILABLE,,A19-173649,1,P9991768,5902,4,STRAY,AT LARGE,OTHRINTAKS,ER1768,5/17/2019 0:00,19:55:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461619,,,SCAN NO CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1068040,Offset_2,GERM SHEPHERD,LFD 067,AVAILABLE,,A19-173625,1,P9991748,8703,4,STRAY,AT LARGE,OTHRINTAKS,MM1748,5/17/2019 0:00,15:45:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461588,,,SCAN NO CHIP,FIELD,LFD67 - DC25,5,FY2017,NEXT_FY,,,,
A1037150,Offset_2,CHIHUAHUA SH,LFD 056,IMPOUNDED,,A19-173705,1,P9991184,17001,8,STRAY,AT LARGE,OTHER,DL 1763,5/18/2019 0:00,10:40:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461656,,,SCAN CHIP,SWEEP,,4,FY2017,NEXT_FY,,,,
A1068121,Offset_2,PIT BULL,LFD 162,AVAILABLE,,A19-173703,1,P0884326,3700,7,STRAY,AT LARGE,OTHRINTAKS,AV1171,5/18/2019 0:00,12:02:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461684,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068160,Offset_2,PIT BULL,LFD 072,IMPOUNDED,,,1,P0884396,10701,3,STRAY,AT LARGE,OTHRINTAKS,DL,5/18/2019 0:00,15:04:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461725,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068111,Offset_2,PIT BULL,LFD 071,IMPOUNDED,,,1,P0672371,8704,3,STRAY,AT LARGE,OTHRINTAKS,IF,5/18/2019 0:00,11:06:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461672,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068093,Offset_2,GREAT PYRENEES,LFD 074,AVAILABLE,,,1,P0884324,3400,7,STRAY,AT LARGE,OTHRINTAKS,CBM,5/18/2019 0:00,10:13:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461652,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068092,Offset_2,ENG COCKER SPAN,CC 01,IMPOUNDED,,,1,P0884324,3400,7,STRAY,AT LARGE,OTHRINTAKS,CBM,5/18/2019 0:00,10:13:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,ADOPTION,,0:00:00,R19-547912,K19-461651,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,OVER THE COUNTER,ADOPT PENDING,4,FY2017,NEXT_FY,,,,
A1068127,Offset_2,PIT BULL,LFD 150,IMPOUNDED,,A19-173714,1,P0884286,11200,4,STRAY,AT LARGE,OTHER,MM1759,5/18/2019 0:00,12:19:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461693,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068114,Offset_2,PIT BULL,LFD 062,AVAILABLE,,A19-173695,1,P9991171,9000,5,STRAY,AT LARGE,OTHRINTAKS,AV1171,5/18/2019 0:00,11:31:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461677,,,SCAN NO CHIP,FIELD,LFD62 - DC4,4,FY2017,NEXT_FY,,,,
A1068107,Offset_2,PIT BULL,LFD 160,IMPOUNDED,,,1,P0685869,10704,3,STRAY,AT LARGE,OTHRINTAKS,DL,5/18/2019 0:00,10:49:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461667,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068186,Offset_2,GERM SHEPHERD,LFD 146,IMPOUNDED,,,1,P0884435,4500,1,STRAY,AT LARGE,OTHRINTAKS,CBM,5/18/2019 0:00,18:10:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461756,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068203,Offset_2,GERM SHEPHERD,LFD 069,IMPOUNDED,,,1,P9991748,20500,6,STRAY,CONFINED,OTHER,MM1748,5/18/2019 0:00,23:05:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461771,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068178,Offset_2,GERM SHEPHERD,LFD 151,AVAILABLE,,A19-173735,1,P0884239,19019,10,STRAY,AT LARGE,OTHRINTAKS,GM1713,5/18/2019 0:00,17:29:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461747,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068172,Offset_2,GERM SHEPHERD,LFD 058,IMPOUNDED,,,1,P0884420,7302,13,STRAY,AT LARGE,OTHRINTAKS,DL/MW,5/18/2019 0:00,16:53:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461740,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068098,Offset_2,GERM SHEPHERD,DC 09,IMPOUNDED,,A19-173705,1,P9991184,17001,8,STRAY,AT LARGE,OTHER,RA 1549,5/18/2019 0:00,10:40:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,TRANSFER,,0:00:00,,K19-461657,,,SCAN NO CHIP,SWEEP,ADOPT PENDING,4,FY2017,NEXT_FY,,,,
A1068141,Offset_2,ST BERNARD RGH,DC 16,UNAVAILABLE,,,1,P0545185,5300,1,STRAY,AT LARGE,OTHRINTAKS,DL,5/18/2019 0:00,13:05:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,RETURNED TO OWNER,,0:00:00,R19-548058,K19-461707,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,OVER THE COUNTER,RETURNED TO OWNER 5/22/19,4,FY2017,NEXT_FY,,,,
A1068165,Offset_2,CANE CORSO,LFD 149,IMPOUNDED,,A19-173729,1,P9991761,12500,9,STRAY,AT LARGE,OTHRINTAKS,DA1761,5/18/2019 0:00,15:28:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461730,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068180,Offset_2,PIT BULL,LFD 147,IMPOUNDED,,,1,P0534822,3901,7,STRAY,AT LARGE,OTHRINTAKS,CBM,5/18/2019 0:00,17:36:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461750,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068122,Offset_2,PIT BULL,PCD 14,IMPOUNDED,,A19-173689,1,P0884315,9303,7,STRAY,CONFINED,OTHER,DL1763,5/18/2019 0:00,12:00:00,5/28/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461686,,,SCAN CHIP,SWEEP,,4,FY2017,NEXT_FY,,,,
A1068116,Offset_2,CHIHUAHUA SH,RESC FOST,IMPOUNDED,,A19-173695,1,P9991171,9000,5,STRAY,AT LARGE,OTHRINTAKS,AV1171,5/18/2019 0:00,11:31:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,TRANSFER,,0:00:00,,K19-461678,,,SCAN NO CHIP,FIELD,ADOPT PENDING,4,FY2017,NEXT_FY,,,,
A1068113,Offset_2,RAT TERRIER,LFD 053,IMPOUNDED,,,1,P0884343,6200,1,STRAY,AT LARGE,OTHRINTAKS,DL,5/18/2019 0:00,11:23:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461675,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068177,Offset_2,GERM SHEPHERD,LFD 164,AVAILABLE,,A19-173735,1,P0884239,19019,10,STRAY,AT LARGE,OTHRINTAKS,GM1713,5/18/2019 0:00,17:29:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461746,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068085,Offset_2,GERM SHEPHERD,LFD 161,IMPOUNDED,,A19-173684,1,P0884311,12701,9,STRAY,CONFINED,OTHRINTAKS,E.POOLE,5/18/2019 0:00,8:11:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461642,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068229,Offset_2,GERM SHEPHERD,LFD 122,IMPOUNDED,,A19-173874,1,P9991715,5700,4,STRAY,AT LARGE,OTHER,DB1715,5/19/2019 0:00,12:23:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461822,,,SCAN NO CHIP,SWEEP,,3,FY2017,NEXT_FY,,,,
A1068204,Offset_2,GERM SHEPHERD,LFD 130,AVAILABLE,,A19-173779,1,P9991579,5700,4,STRAY,AT LARGE,OTHER,ASB1579,5/19/2019 0:00,7:24:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461772,,,SCAN NO CHIP,SWEEP,LFD130 - CC5,3,FY2017,NEXT_FY,,,,
A1068295,Offset_2,GERM SHEPHERD,NMOMS 1,IMPOUNDED,,A19-173943,1,P9991770,11701,5,STRAY,AT LARGE,OTHER,VD1770,5/19/2019 0:00,22:47:00,5/23/2019 0:00,TREATABLE REHABILITABLE CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461898,,,SCAN NO CHIP,FIELD,,3,FY2017,NEXT_FY,,,,
A1068223,Offset_2,PIT BULL,LFD 144,EU RISK,,,1,P0884463,1301,14,STRAY,AT LARGE,OTHRINTAKS,DL,5/19/2019 0:00,11:32:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESCU ONLY,OTHER,,0:00:00,,K19-461810,,,SCAN NO CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1068240,Offset_2,GERM SHEPHERD,LFD 132,IMPOUNDED,,A19-173869,1,P9991773,21636,12,STRAY,CONFINED,OTHRINTAKS,DB1773,5/19/2019 0:00,13:34:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461839,,,SCAN NO CHIP,FIELD,,3,FY2017,NEXT_FY,,,,
A1068276,Offset_2,PIT BULL,LFD 131,IMPOUNDED,,A19-173920,1,P9991730,11601,8,STRAY,AT LARGE,OTHRINTAKS,EPOOLE,5/19/2019 0:00,16:47:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461878,,,SCAN NO CHIP,FIELD,,3,FY2017,NEXT_FY,,,,
A1068244,Offset_2,GREAT PYRENEES,LFD 142,IMPOUNDED,,,1,P0884496,31713,12,STRAY,AT LARGE,OTHRINTAKS,DL,5/19/2019 0:00,13:51:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461844,,,SCAN NO CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1068245,Offset_2,STAFFORDSHIRE,LFD 120,IMPOUNDED,,A19-173832,1,P9991715,11401,8,STRAY,AT LARGE,OTHER,DB1715,5/19/2019 0:00,14:02:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461846,,,SCAN NO CHIP,SWEEP,,3,FY2017,NEXT_FY,,,,
A1068275,Offset_2,Offset_1AHOULA,LFD 123,IMPOUNDED,,,1,P0840947,11001,3,STRAY,AT LARGE,OTHRINTAKS,IF,5/19/2019 0:00,16:29:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461877,,,SCAN NO CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1068278,Offset_2,AM PIT BULL TER,LFD 129,IMPOUNDED,,A19-173917,1,P9991754,12702,9,STRAY,AT LARGE,OTHER,AT1754,5/19/2019 0:00,16:56:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461883,,,SCAN NO CHIP,FIELD,,3,FY2017,NEXT_FY,,,,
A1068221,Offset_2,GERM SHEPHERD,LFD 117,AVAILABLE,,A19-173801,1,P9991702,5700,4,STRAY,AT LARGE,OTHER,RM1702,5/19/2019 0:00,10:47:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461808,,,SCAN NO CHIP,SWEEP,LFD117 - DC22,3,FY2017,NEXT_FY,,,,
A1068288,Offset_2,PIT BULL,LFD 118,IMPOUNDED,,A19-173940,1,P9991750,8704,3,STRAY,CONFINED,OTHER,CS1750,5/19/2019 0:00,20:11:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461892,,,SCAN NO CHIP,FIELD,,3,FY2017,NEXT_FY,,,,
A1068238,Offset_2,LABRADOR RETR,LFD 154,IMPOUNDED,,,1,P0884492,20400,2,STRAY,AT LARGE,OTHRINTAKS,DL,5/19/2019 0:00,13:29:00,5/25/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461838,,,SCAN CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1068236,Offset_2,AM PIT BULL TER,LFD 133,AVAILABLE,,A19-173881,1,P9991753,3800,7,STRAY,AT LARGE,OTHRINTAKS,JS17553,5/19/2019 0:00,13:21:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461833,,,SCAN CHIP,FIELD,LFD133 - DC11,3,FY2017,NEXT_FY,,,,
A1068269,Offset_2,GERM SHEPHERD,LFSD 05,IMPOUNDED,,,1,P0883566,5200,1,STRAY,AT LARGE,OTHRINTAKS,AH,5/19/2019 0:00,15:15:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,ADOPTION,,0:00:00,R19-548040,K19-461866,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,OVER THE COUNTER,ADOPTED,3,FY2017,NEXT_FY,,,,
A1068225,Offset_2,PIT BULL,LFD 121,IMPOUNDED,,A19-173863,1,P9991730,4900,4,STRAY,AT LARGE,OTHRINTAKS,EPOOLE,5/19/2019 0:00,11:51:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461814,,,SCAN CHIP,FIELD,,3,FY2017,NEXT_FY,,,,
A1068211,Offset_2,DOBERMAN PINSCH,LFD 124,IMPOUNDED,,A19-173782,1,P9991715,5901,4,STRAY,AT LARGE,OTHER,DB1715,5/19/2019 0:00,10:27:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461796,,,SCAN NO CHIP,SWEEP,,3,FY2017,NEXT_FY,,,,
A1068250,Offset_2,GERM SHEPHERD,LFD 135,EU RISK,,,1,P0791711,11101,8,STRAY,AT LARGE,OTHRINTAKS,IF,5/19/2019 0:00,14:18:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461851,,,SCAN CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1068242,Offset_2,GERM SHEPHERD,LFD 134,IMPOUNDED,,,1,P0614553,6900,1,STRAY,AT LARGE,OTHRINTAKS,AH,5/19/2019 0:00,13:35:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461841,,,SCAN NO CHIP,OVER THE COUNTER,,3,FY2017,NEXT_FY,,,,
A1068224,Offset_2,CHIHUAHUA SH,STAR 5,IMPOUNDED,,A19-173797,1,P9991704,11103,3,STRAY,AT LARGE,OTHER,SC1704,5/19/2019 0:00,11:51:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461813,,,SCAN NO CHIP,SWEEP,,3,FY2017,NEXT_FY,,,,
A1068231,Offset_2,CAIRN TERRIER,LFSD 16,IMPOUNDED,,A19-173882,1,P9991704,8705,8,STRAY,AT LARGE,OTHRINTAKS,ASB1579,5/19/2019 0:00,12:50:00,5/25/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,TRANSFER,,0:00:00,,K19-461825,,,SCAN CHIP,SWEEP,ADOPT PENDING,3,FY2017,NEXT_FY,,,,
A1068376,Offset_2,CHIHUAHUA SH,LFD 083,IMPOUNDED,,,1,P0813698,20500,6,STRAY,AT LARGE,OTHRINTAKS,AH,5/20/2019 0:00,16:30:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,TRANSFER,,0:00:00,,K19-462014,,,SCAN NO CHIP,OVER THE COUNTER,ADOPT PENDING,2,FY2017,NEXT_FY,,,,
A1068341,Offset_2,PIT BULL,LFSD 12,IMPOUNDED,,,1,P0681393,11800,5,STRAY,AT LARGE,OTHRINTAKS,AH,5/20/2019 0:00,13:04:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,ADOPTION,,0:00:00,R19-548063,K19-461968,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,OVER THE COUNTER,PRE-ADOPTION,2,FY2017,NEXT_FY,,,,
A1068346,Offset_2,LABRADOR RETR,LFSD 01,IMPOUNDED,,A19-174031,1,P0871923,12603,9,STRAY,CONFINED,OTHRINTAKS,AR1758,5/20/2019 0:00,13:34:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461977,,,SCAN NO CHIP,FIELD,,2,FY2017,NEXT_FY,,,,
A1068307,Offset_2,CHIHUAHUA SH,IC 14,IMPOUNDED,,A19-173993,1,P9991761,6401,1,STRAY,AT LARGE,OTHRINTAKS,DA1761,5/20/2019 0:00,10:48:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461924,,,SCAN NO CHIP,FIELD,,2,FY2017,NEXT_FY,,,,
A1068354,Offset_2,PIT BULL,LFD 090,EU RISK,,A19-174003,1,P0884587,9000,5,STRAY,AT LARGE,OTHER,AS1579,5/20/2019 0:00,14:17:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461987,,,SCAN NO CHIP,SWEEP,,2,FY2017,NEXT_FY,,,,
A1068357,Offset_2,PIT BULL,LFD 095,IMPOUNDED,,A19-174042,1,P9991750,12302,7,STRAY,CONFINED,OTHER,CS1750,5/20/2019 0:00,14:39:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461990,,,SCAN NO CHIP,FIELD,,2,FY2017,NEXT_FY,,,,
A1068333,Offset_2,CHIHUAHUA SH,LFSD 10,IMPOUNDED,,,1,P0606194,11500,7,STRAY,AT LARGE,OTHRINTAKS,AH,5/20/2019 0:00,12:34:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461958,,,SCAN NO CHIP,OVER THE COUNTER,,2,FY2017,NEXT_FY,,,,
A1068392,Offset_2,PIT BULL,LFD 101,IMPOUNDED,,A19-174064,1,P9991757,6700,3,STRAY,CONFINED,OTHRINTAKS,DT1757,5/20/2019 0:00,18:12:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-462027,,,SCAN NO CHIP,FIELD,,2,FY2017,NEXT_FY,,,,
A1068332,Offset_2,LABRADOR RETR,LFD 127,IMPOUNDED,,,1,P0884593,11601,8,STRAY,AT LARGE,OTHRINTAKS,BW,5/20/2019 0:00,11:59:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461959,,,SCAN NO CHIP,OVER THE COUNTER,,2,FY2017,NEXT_FY,,,,
A1068400,Offset_2,CHIHUAHUA SH,LFD 110,IMPOUNDED,,A19-174107,1,P9991740,,,STRAY,AT LARGE,OTHRINTAKS,WH1740,5/20/2019 0:00,19:15:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-462036,,,SCAN NO CHIP,FIELD,,2,FY2017,NEXT_FY,,,,
A1068350,Offset_2,PIT BULL,PCD 03,IMPOUNDED,,A19-174020,1,P9991195,31712,12,STRAY,AT LARGE,OTHRINTAKS,JO1195,5/20/2019 0:00,13:58:00,5/26/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-461981,,,SCAN NO CHIP,FIELD,,2,FY2017,NEXT_FY,,,,
A1068298,Offset_2,CHIHUAHUA SH,LFSD 11,IMPOUNDED,,A19-173903,1,P9991715,10602,6,STRAY,AT LARGE,OTHER,DB1715,5/20/2019 0:00,8:42:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,ADOPTION,,0:00:00,R19-548059,K19-461902,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,SWEEP,ADOPT PEND SX,2,FY2017,NEXT_FY,,,,
A1068351,Offset_2,PIT BULL,PCD 03,IMPOUNDED,,A19-174020,1,P9991195,31712,12,STRAY,AT LARGE,OTHRINTAKS,JO1195,5/20/2019 0:00,13:58:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461982,,,SCAN NO CHIP,FIELD,,2,FY2017,NEXT_FY,,,,
A1020598,Offset_2,GERM SHEPHERD,LFD 105,IMPOUNDED,,A19-174037,1,P9991761,3902,7,STRAY,AT LARGE,OTHRINTAKS,DA1761,5/20/2019 0:00,13:38:00,5/26/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461978,,,SCAN CHIP,FIELD,,2,FY2017,NEXT_FY,,,,
A1068367,Offset_2,LABRADOR RETR,LFSD 14,UNAVAILABLE,,,1,P0884627,7811,10,STRAY,AT LARGE,OTHRINTAKS,IF,5/20/2019 0:00,15:25:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,ADOPTION,,0:00:00,R19-548039,K19-462002,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,OVER THE COUNTER,PRE ADOPTED,2,FY2017,NEXT_FY,,,,
